 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
8503,410591,1,1,6,46,6,6,6,0,46,46,46,0,126.6467117,4.871027373,410591,0,410591,410591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.435513686,2.435513686,6,46,19.33333333,23.09401077,533.3333333,1,0,0,0,0,0,0,0,1,29,6,46,20,0,0,0,0,0,0,1,6,1,46,0,3222,0,20,0,0,0,0,0,0,0,0,BENIGN
55020,95,1,1,6,6,6,6,6,0,6,6,6,0,126315.7895,21052.63158,95,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10526.31579,10526.31579,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,29200,64240,0,20,0,0,0,0,0,0,0,0,BENIGN
55229,98,1,1,6,6,6,6,6,0,6,6,6,0,122448.9796,20408.16327,98,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10204.08163,10204.08163,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,229,256,0,20,0,0,0,0,0,0,0,0,BENIGN
55015,23,1,1,6,6,6,6,6,0,6,6,6,0,521739.1304,86956.52174,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43478.26087,43478.26087,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,131,256,0,20,0,0,0,0,0,0,0,0,BENIGN
55215,686,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0,0,62682.21574,4373.177843,343,480.8326112,683,3,686,343,480.8326112,683,3,0,0,0,0,0,0,0,0,0,60,0,4373.177843,0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0,60,0,0,0,0,0,0,3,43,0,0,62,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
48136,48,1,1,0,0,0,0,0,0,0,0,0,0,0,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20833.33333,20833.33333,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,122,338,0,32,0,0,0,0,0,0,0,0,BENIGN
48134,60,1,1,0,0,0,0,0,0,0,0,0,0,0,33333.33333,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16666.66667,16666.66667,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,126,338,0,32,0,0,0,0,0,0,0,0,BENIGN
51170,75,1,1,0,0,0,0,0,0,0,0,0,0,0,26666.66667,75,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,133,299,0,32,0,0,0,0,0,0,0,0,BENIGN
51180,21,1,1,0,0,0,0,0,0,0,0,0,0,0,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,47619.04762,47619.04762,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,142,299,0,32,0,0,0,0,0,0,0,0,BENIGN
51206,100,1,1,0,0,0,0,0,0,0,0,0,0,0,20000,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10000,10000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,133,299,0,32,0,0,0,0,0,0,0,0,BENIGN
55088,1,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,37000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,62,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55089,1,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,37000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,62,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55067,28,1,1,6,6,6,6,6,0,6,6,6,0,428571.4286,71428.57143,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,35714.28571,35714.28571,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,66,251,0,20,0,0,0,0,0,0,0,0,BENIGN
55068,80,1,1,6,6,6,6,6,0,6,6,6,0,150000,25000,80,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12500,12500,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,66,257,0,20,0,0,0,0,0,0,0,0,BENIGN
55097,182,2,1,37,6,31,6,18.5,17.67766953,6,6,6,0,236263.7363,16483.51648,91,2.828427125,93,89,182,182,0,182,182,0,0,0,0,0,1,0,0,0,40,20,10989.01099,5494.505495,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6,40,0,0,0,0,0,0,2,37,1,6,110,0,1,20,0,0,0,0,0,0,0,0,BENIGN
55192,58,1,1,6,6,6,6,6,0,6,6,6,0,206896.5517,34482.75862,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17241.37931,17241.37931,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,31605,63894,0,20,0,0,0,0,0,0,0,0,BENIGN
38602,104,1,1,0,0,0,0,0,0,0,0,0,0,0,19230.76923,104,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,9615.384615,9615.384615,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,118,237,0,32,0,0,0,0,0,0,0,0,BENIGN
8699,1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,125,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
8843,19,1,1,6,6,6,6,6,0,6,6,6,0,631578.9474,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,127,252,0,20,0,0,0,0,0,0,0,0,BENIGN
55204,94,1,1,6,6,6,6,6,0,6,6,6,0,127659.5745,21276.59574,94,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10638.29787,10638.29787,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,119,252,0,20,0,0,0,0,0,0,0,0,BENIGN
8696,190,2,0,12,0,6,6,6,0,0,0,0,0,63157.89474,10526.31579,190,0,190,190,190,190,0,190,190,0,0,0,0,0,0,0,0,0,40,0,10526.31579,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55382,56,1,1,0,0,0,0,0,0,0,0,0,0,0,35714.28571,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,118,237,0,32,0,0,0,0,0,0,0,0,BENIGN
8747,121,2,0,12,0,6,6,6,0,0,0,0,0,99173.55372,16528.92562,121,0,121,121,121,121,0,121,121,0,0,0,0,0,0,0,0,0,40,0,16528.92562,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,127,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
54836,4356,3,0,18,0,6,6,6,0,0,0,0,0,4132.231405,688.7052342,2178,3075.914498,4353,3,4356,2178,3075.914498,4353,3,0,0,0,0,0,0,0,0,0,60,0,688.7052342,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,127,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
8730,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55120,5,1,1,6,6,6,6,6,0,6,6,6,0,2400000,400000,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,200000,200000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,123,256,0,20,0,0,0,0,0,0,0,0,BENIGN
55124,30,1,1,6,6,6,6,6,0,6,6,6,0,400000,66666.66667,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,33333.33333,33333.33333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,123,256,0,20,0,0,0,0,0,0,0,0,BENIGN
55148,72,1,1,6,6,6,6,6,0,6,6,6,0,166666.6667,27777.77778,72,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13888.88889,13888.88889,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,123,255,0,20,0,0,0,0,0,0,0,0,BENIGN
55126,80,1,1,6,6,6,6,6,0,6,6,6,0,150000,25000,80,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12500,12500,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,123,255,0,20,0,0,0,0,0,0,0,0,BENIGN
43774,84,1,1,0,0,0,0,0,0,0,0,0,0,0,23809.52381,84,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,11904.7619,11904.7619,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,118,237,0,32,0,0,0,0,0,0,0,0,BENIGN
8910,49,1,1,6,6,6,6,6,0,6,6,6,0,244897.9592,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,114,254,0,20,0,0,0,0,0,0,0,0,BENIGN
38877,57,1,1,0,0,0,0,0,0,0,0,0,0,0,35087.7193,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17543.85965,17543.85965,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,118,252,0,32,0,0,0,0,0,0,0,0,BENIGN
40740,79,1,1,0,0,0,0,0,0,0,0,0,0,0,25316.4557,79,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,66,338,0,32,0,0,0,0,0,0,0,0,BENIGN
55259,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,110,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55142,110379,3,1,12,6,6,0,4,3.464101615,6,6,6,0,163.0744979,36.2387773,36793,56576.19635,101944,49,110379,55189.5,66190.14447,101993,8386,0,0,0,0,0,0,0,0,0,72,20,27.17908298,9.059694326,0,6,4.8,2.683281573,7.2,0,0,0,0,1,1,0,0,0,6,4,6,72,0,0,0,0,0,0,3,12,1,6,245,253,1,20,0,0,0,0,0,0,0,0,BENIGN
55062,18,2,0,12,0,6,6,6,0,0,0,0,0,666666.6667,111111.1111,18,0,18,18,18,18,0,18,18,0,0,0,0,0,0,0,0,0,40,0,111111.1111,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,55,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55134,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,55,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55139,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,30016,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55133,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,55,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55139,285448,2,0,12,0,6,6,6,0,0,0,0,0,42.03918052,7.006530086,285448,0,285448,285448,285448,285448,0,285448,285448,0,0,0,0,0,0,0,0,0,40,0,7.006530086,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,30016,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55131,117,1,1,6,6,6,6,6,0,6,6,6,0,102564.1026,17094.01709,117,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8547.008547,8547.008547,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,286,256,0,20,0,0,0,0,0,0,0,0,BENIGN
8820,67,1,1,6,6,6,6,6,0,6,6,6,0,179104.4776,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14925.37313,14925.37313,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,300,253,0,20,0,0,0,0,0,0,0,0,BENIGN
8821,27,1,1,6,6,6,6,6,0,6,6,6,0,444444.4444,74074.07407,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,37037.03704,37037.03704,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,302,256,0,20,0,0,0,0,0,0,0,0,BENIGN
55061,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,4969,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55061,996811,2,0,12,0,6,6,6,0,0,0,0,0,12.03839043,2.006398405,996811,0,996811,996811,996811,996811,0,996811,996811,0,0,0,0,0,0,0,0,0,40,0,2.006398405,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,4969,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55184,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,135,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55185,205,2,0,12,0,6,6,6,0,0,0,0,0,58536.58537,9756.097561,205,0,205,205,205,205,0,205,205,0,0,0,0,0,0,0,0,0,40,0,9756.097561,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,135,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55188,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,12300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,40,0,666666.6667,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,123,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55187,1,2,0,37,0,31,6,18.5,17.67766953,0,0,0,0,37000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,40,0,2000000,0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34,18.5,0,40,0,0,0,0,0,0,2,37,0,0,123,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55132,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,5723,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55193,1,2,0,12,0,6,6,6,0,0,0,0,0,12000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,5722,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55233,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,5743,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55231,4,2,0,12,0,6,6,6,0,0,0,0,0,3000000,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,4970,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55231,999353,2,0,12,0,6,6,6,0,0,0,0,0,12.00776903,2.001294838,999353,0,999353,999353,999353,999353,0,999353,999353,0,0,0,0,0,0,0,0,0,40,0,2.001294838,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,4970,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
8669,39400,2,0,12,0,6,6,6,0,0,0,0,0,304.5685279,50.76142132,39400,0,39400,39400,39400,39400,0,39400,39400,0,0,0,0,0,0,0,0,0,40,0,50.76142132,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
55025,39,1,1,6,6,6,6,6,0,6,6,6,0,307692.3077,51282.05128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,123,255,0,20,0,0,0,0,0,0,0,0,BENIGN
55060,56,1,1,6,6,6,6,6,0,6,6,6,0,214285.7143,35714.28571,56,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17857.14286,17857.14286,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,123,255,0,20,0,0,0,0,0,0,0,0,BENIGN
55081,74,1,1,6,6,6,6,6,0,6,6,6,0,162162.1622,27027.02703,74,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13513.51351,13513.51351,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,31088,64202,0,20,0,0,0,0,0,0,0,0,BENIGN
55099,60,1,1,6,6,6,6,6,0,6,6,6,0,200000,33333.33333,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16666.66667,16666.66667,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,31088,64202,0,20,0,0,0,0,0,0,0,0,BENIGN
55273,46,1,1,6,6,6,6,6,0,6,6,6,0,260869.5652,43478.26087,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21739.13043,21739.13043,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,62,255,0,20,0,0,0,0,0,0,0,0,BENIGN
55093,46,1,1,6,6,6,6,6,0,6,6,6,0,260869.5652,43478.26087,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21739.13043,21739.13043,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,31,255,0,20,0,0,0,0,0,0,0,0,BENIGN
8683,48,2,0,12,0,6,6,6,0,0,0,0,0,250000,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,40,0,41666.66667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,33,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
48160,52,1,1,6,6,6,6,6,0,6,6,6,0,230769.2308,38461.53846,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19230.76923,19230.76923,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,29,229,0,20,0,0,0,0,0,0,0,0,BENIGN
48158,77,1,1,6,6,6,6,6,0,6,6,6,0,155844.1558,25974.02597,77,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12987.01299,12987.01299,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,29,229,0,20,0,0,0,0,0,0,0,0,BENIGN
8840,242,2,0,12,0,6,6,6,0,0,0,0,0,49586.77686,8264.46281,242,0,242,242,242,242,0,242,242,0,0,0,0,0,0,0,0,0,40,0,8264.46281,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,33,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
8681,385,2,1,12,6,6,6,6,0,6,6,6,0,46753.24675,7792.207792,192.5,270.8218972,384,1,385,385,0,385,385,0,0,0,0,0,0,0,0,0,40,20,5194.805195,2597.402597,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,6,40,0,0,0,0,0,0,2,12,1,6,32,256,1,20,0,0,0,0,0,0,0,0,BENIGN
42302,15459,3,1,0,0,0,0,0,0,0,0,0,0,0,258.7489488,5153,6165.589266,12018,87,15459,7729.5,6187.891442,12105,3354,0,0,0,0,0,0,0,0,0,96,44,194.0617116,64.68723721,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,1,0,237,366,0,32,0,0,0,0,0,0,0,0,BENIGN
8703,12816,3,0,18,0,6,6,6,0,0,0,0,0,1404.494382,234.082397,6408,9058.037867,12813,3,12816,6408,9058.037867,12813,3,0,0,0,0,0,0,0,0,0,60,0,234.082397,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,8,6,0,60,0,0,0,0,0,0,3,18,0,0,32,-1,2,20,0,0,0,0,0,0,0,0,BENIGN
8672,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,34,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
57763,17,1,1,6,6,6,6,6,0,6,6,6,0,705882.3529,117647.0588,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,58823.52941,58823.52941,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,30,252,0,20,0,0,0,0,0,0,0,0,BENIGN
46117,3,2,0,12,0,6,6,6,0,0,0,0,0,4000000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,31,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
52888,54,1,1,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18518.51852,18518.51852,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,135,1615,0,32,0,0,0,0,0,0,0,0,BENIGN
40990,208,2,1,31,6,31,0,15.5,21.92031022,6,6,6,0,177884.6154,14423.07692,104,89.09545443,167,41,208,208,0,208,208,0,0,0,0,0,1,0,0,0,64,20,9615.384615,4807.692308,0,31,17,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6,64,0,0,0,0,0,0,2,31,1,6,939,0,0,32,0,0,0,0,0,0,0,0,BENIGN
